user,timestamp,week,day,hour,logged,episode,name,watchingTime,duration
0a84077c-d3fa-56fc-803c-a863ca7e,17/04/11 13:32,13,17/04/11,13:32:10,FALSE,3,Ep.3,176,596
0a84077c-d3fa-56fc-803c-a863ca7e,17/04/11 13:35,13,17/04/11,13:35:52,FALSE,10,Ep.10,550,587
0a84077c-d3fa-56fc-803c-a863ca7e,17/04/11 13:47,13,17/04/11,13:47:41,FALSE,8,Ep.8,245,702
0ac73aff-a8d7-3321-c8c4-7ef1f45e,17/04/10 14:54,13,17/04/10,14:54:12,FALSE,13,Ep.13a,42,47
0d46869a-97f2-6a0a-5ae4-0bcc17b0,17/04/10 11:21,13,17/04/10,11:21:02,FALSE,13,Ep.13a,37,47
0e59235e-e51a-a5cd-e0ba-0fffe847,17/04/16 13:44,13,17/04/16,13:44:20,FALSE,2,Ep.2,477,481
1459b8fd-ecab-4e30-1fc9-3d649648,17/04/12 18:25,13,17/04/12,18:25:40,FALSE,11,Ep.11,416,590
157bc4cc-2e99-c48c-f7f0-6cd0ecb6,17/04/13 1:34,13,17/04/13,1:34:35,FALSE,12,Ep.12,368,917
163048c8-80c4-6e37-65b9-7bb57a6a,17/04/10 17:23,13,17/04/10,17:23:58,FALSE,13,Ep.13b,630,817
17181034-4d8e-10c4-c3fd-760993c7,17/04/10 10:54,13,17/04/10,10:54:33,FALSE,2,Ep.2,9,481
17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,17/04/11 13:26,13,17/04/11,13:26:48,FALSE,13,Ep.13b,606,817
17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,17/04/11 13:48,13,17/04/11,13:48:38,FALSE,2,Ep.2,379,481
17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,17/04/11 13:58,13,17/04/11,13:58:41,FALSE,3,Ep.3,593,596
17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,17/04/11 14:09,13,17/04/11,14:09:32,FALSE,4,Ep.4,487,599
17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,17/04/11 14:18,13,17/04/11,14:18:17,FALSE,5,Ep.5,445,550
17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,17/04/11 14:26,13,17/04/11,14:26:12,FALSE,6,Ep.6,527,697
1ba49550-c39f-4552-eccb-f4006258,17/04/11 0:09,13,17/04/11,0:09:08,FALSE,13,Ep.13a,8,47
1be84c4f-5cf7-bf87-0513-6b5a2c45,17/04/10 11:47,13,17/04/10,11:47:14,FALSE,1,Ep.1,2,419
1f411a30-feac-c9fc-2a87-2d5ceae6,17/04/10 7:23,13,17/04/10,7:23:27,FALSE,13,Ep.13b,380,817
1f426d38-abcd-8b11-e805-aeea87ff,17/04/10 19:04,13,17/04/10,19:04:56,FALSE,13,Ep.13b,583,817
20e2fc85-7d0f-8a2c-b651-4b811a97,17/04/11 0:00,13,17/04/11,0:00:51,FALSE,10,Ep.10,587,587
21c04b14-8ad1-929c-67d3-b331f80e,17/04/10 13:33,13,17/04/10,13:33:14,FALSE,9,Ep.9a,10,73
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 11:29,13,17/04/10,11:29:46,FALSE,13,Ep.13a,41,47
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 11:30,13,17/04/10,11:30:46,FALSE,13,Ep.13b,571,817
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 11:41,13,17/04/10,11:41:43,FALSE,1,Ep.1,398,419
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 11:50,13,17/04/10,11:50:27,FALSE,2,Ep.2,443,481
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 11:58,13,17/04/10,11:58:28,FALSE,3,Ep.3,456,596
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 12:17,13,17/04/10,12:17:31,FALSE,5,Ep.5,484,550
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 12:44,13,17/04/10,12:44:03,FALSE,7,Ep.7,229,339
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 12:48,13,17/04/10,12:48:46,FALSE,8,Ep.8,246,702
23e6f6c8-2cd0-ac1c-e8a1-f2338caa,17/04/10 13:20,13,17/04/10,13:20:24,FALSE,11,Ep.11,432,590
2658d152-fe55-e482-e2f1-31de5c70,17/04/11 22:53,13,17/04/11,22:53:06,FALSE,13,Ep.13b,778,817
2cee2f04-c849-ea7a-218a-8f64be48,17/04/10 20:27,13,17/04/10,20:27:34,FALSE,1,Ep.1,17,419
2e570ff8-c51f-c332-e102-456e0687,17/04/12 21:03,13,17/04/12,21:03:17,FALSE,1,Ep.1,150,419
33f77f19-1f82-7c9c-0552-128fbff4,17/04/10 17:51,13,17/04/10,17:51:44,FALSE,12,Ep.12,239,917
37444b45-869e-1e00-7a7a-c31a4a40,17/04/10 18:05,13,17/04/10,18:05:52,FALSE,2,Ep.2,433,481
37aaaec7-975e-b3f9-4f7b-9b4d892a,17/04/16 21:00,13,17/04/16,21:00:14,FALSE,1,Ep.1,18,419
39d8df20-aaf5-0445-5936-75943ad1,17/04/12 10:31,13,17/04/12,10:31:58,FALSE,13,Ep.13a,39,47
39d8df20-aaf5-0445-5936-75943ad1,17/04/12 10:32,13,17/04/12,10:32:59,FALSE,13,Ep.13b,481,817
3d7d0f75-dda5-644d-e527-018ff340,17/04/10 11:57,13,17/04/10,11:57:27,FALSE,13,Ep.13b,459,817
3d7d0f75-dda5-644d-e527-018ff340,17/04/10 12:07,13,17/04/10,12:07:15,FALSE,12,Ep.12,552,917
3d7d0f75-dda5-644d-e527-018ff340,17/04/10 13:27,13,17/04/10,13:27:44,FALSE,12,Ep.12,73,917
3d7d0f75-dda5-644d-e527-018ff340,17/04/10 14:04,13,17/04/10,14:04:11,FALSE,9,Ep.9b,36,564
3d7d0f75-dda5-644d-e527-018ff340,17/04/10 14:10,13,17/04/10,14:10:33,FALSE,2,Ep.2,468,481
3d7d0f75-dda5-644d-e527-018ff340,17/04/11 9:58,13,17/04/11,9:58:16,FALSE,6,Ep.6,554,697
3d7d0f75-dda5-644d-e527-018ff340,17/04/11 11:27,13,17/04/11,11:27:21,FALSE,10,Ep.10,562,587
4641102c-f3d3-3878-6d00-1c49a28c,17/04/11 11:45,13,17/04/11,11:45:56,FALSE,13,Ep.13b,526,817
4a801a51-394a-704d-8df9-cd59e47a,17/04/12 15:12,13,17/04/12,15:12:44,FALSE,1,Ep.1,16,419
4c2a8bae-3be2-75ee-75a9-deda7b87,17/04/10 12:50,13,17/04/10,12:50:58,FALSE,13,Ep.13b,715,817
4d0232bc-202c-ee3a-e58c-e543848c,17/04/12 11:47,13,17/04/12,11:47:58,FALSE,13,Ep.13b,709,817
518ca6b8-daee-120b-3c26-52d0eb6f,17/04/11 11:04,13,17/04/11,11:04:48,FALSE,13,Ep.13a,27,47
5409088d-b542-9cac-7fac-9ab00271,17/04/10 20:37,13,17/04/10,20:37:56,FALSE,12,Ep.12,917,917
546f8141-0370-1870-53e1-a45469e3,17/04/14 18:07,13,17/04/14,18:07:13,FALSE,12,Ep.12,16,917
548027df-eaa4-40a8-10f0-4a8e46ca,17/04/10 14:48,13,17/04/10,14:48:58,FALSE,13,Ep.13a,27,47
